table_name,column_name,field_name
table1733,column57474,AMC Reminder Email
table1757,column57491,Existing TAG
table1757,column57492,New TAG
table1761,column57957,Manual End Date
table1732,column58994,Release Percentage and Rate
table1760,column58995,Release Percentage or Rate
table1732,column33265,Current Certify Value
table1732,column33623,Release Rate
table1760,column33668,Current Release Perc
table1760,column60319,Previous Release Qty
table1760,column60320,Current Release Qty
table1760,column33649,Part Release Rate Entries
table1761,column60575,Calendar Name
table1733,column63093,BOQ from RA or MANUAL
table1826,column67105,SRN No
table1822,column34867,Campaign Details
table1822,column34868,Remarks
table1821,column34875,Next Reminder Details
table1821,column34873,Followup Details
table1789,column33921,Dependency Details
table1812,column35829,Mobile No.
table1785,column43491,Excel Template
table1809,column65823,Project Start Date
table1809,column69460,Name of Company
table1793,column34000,Member Number
table1809,column38019,Walkthrough URL
table1785,column46038,Permission To Users
table1809,column38256,Video URL
table1793,column34037,Details
table1779,column39872,Sale Bill No
table1793,column34047,Sub Category
table1779,column33775,Chargeable Area
table1779,column33776,License Fee
table1779,column33777,Lumsum
table1779,column33772,Bill Type
table1779,column33778,Sale Ledger Amount
table1779,column33768,Sr
table1779,column33773,Carpet Area
table1779,column33774,Other Area
table1787,column33872,Relation Sql
table1789,column33920,Overlap
table1789,column33919,Delay
table1798,column34155,Reorder
table1778,column33973,Lease Bill Details
table1779,column33765,Sale Book Partial Entries
table1796,column34135,Reminder Details
table1798,column34154,Max. Level
table1798,column34153,Min. Level
table1798,column34151,Unit
table1820,column34833,Rate of Rent Per Sqft
table1820,column34830,Tenant Name
table1820,column34836,Cheque Date
table1820,column38487,Bank Name of Tenant
table1820,column38488,Tenant Account No
table1798,column34262,Critical
table1809,column34574,Logo File
table1809,column34575,Image Background File
table1809,column34485,Project Location
table1806,column34486,Project Plans
table1807,column34487,Project Gallery
table1808,column34488,Project Amenities
table1807,column34491,Gallery Image
table1808,column34493,Amenities Image
table1802,column34533,Remarks
table1810,column34605,Remarks
table1786,column33858,Alias
table1788,column33883,Report Table Details
table1785,column40079,Extra Params
table1820,column34842,Sr. No.
table1820,column34831,Govt Hut Code
table1820,column34837,Payment Cheque No
table1820,column34832,Existing Carpet Area
table1820,column34835,Cheque in the Name of
table1788,column40129,Table 2 Alias
table1788,column33884,Table 1 Alias
table1786,column33885,Table Alias
table1794,column36168,Patch Name
table1800,column40349,Flat Sold By Party
table1794,column39191,Apply Patch To Server
table1798,column34150,Item Code
table1820,column38489,Branch Name
table1779,column42654,Payment Received
table1820,column40092,TDS Category
table1820,column40090,TDS Applicable
table1820,column40087,Net Amount
table1820,column40088,TDS Rate
table1820,column40089,Tenant PAN No.
table1820,column40091,TDS Amount
table1779,column42923,Bill Booked
table1786,column33865,Group Type
table1785,column36148,F2 Help
table1785,column33886,Permission To Groups
table1786,column33855,Sequence No
table1786,column33860,Column Type
table1786,column33862,Hide Column
table1785,column37818,F2 Screenshot File
table1809,column36229,RERA No.
table1812,column36652,Login Image
table1788,column33881,Table 1 ID
table1809,column34578,Project Description
table1779,column36691,Unit
table1779,column39167,Bill Date
table1779,column39059,Reminder Date
table1809,column36230,Project Website
table1809,column39353,Facebook URL
table1809,column39354,LinkedIn URL
table1785,column36423,With Recursive
table1795,column34098,Description
table1795,column34100,Usage
table1779,column33770,Start Date
table1779,column33771,End Date
table1779,column39864,Responsible Person
table1819,column38710,Narration
table1819,column39437,Govt Hut Codes
table1826,column41965,Log Book Qty
table1785,column46889,Extra Parameters
table1793,column43961,Search Here
table1786,column33861,Filters Required
table1809,column51684,Terms And Conditions
table1809,column39355,Google Plus URL
table1809,column39356,Twitter URL
table1806,column45853,Budget To
table1806,column45852,Budget From
table1809,column57314,Price List Details
table1809,column57315,Payment Plan Details
table1809,column57317,Banners Details
table1809,column57316,Brochures Details
table1809,column60099,OTP SMS Content
table1809,column63348,3D Bird Eye View
table1809,column63349,Virtual Reality View
table1820,column34834,Amount
table1820,column65905,No Of Months
table1812,column36661,GCM Registered ID
table1793,column35999,Customer Remarks
table1810,column35253,Opening KM
table1810,column35258,Reason
table1810,column35259,Cab Hire
table1810,column34686,Request Type
table1810,column35270,Responsible Person
table1810,column34685,Cab To Be Sent
table1810,column34684,Car Type
table1810,column34597,Car No
table1810,column34599,Driver Name
table1810,column35254,Closing KM
table1810,column35255,Start Time
table1810,column35256,End Time
table1810,column35257,Department
table1810,column34856,Telecall Attended By
table1822,column34859,Entry Date
table1819,column34821,Type of Payment
table1822,column34862,Start Date
table1822,column34858,Campaign Code@CC/Y/M/4
table1810,column34850,Customer Visit Office
table1810,column34848,Project Name
table1810,column34847,Drop To
table1810,column34855,Attended By Mobile No
table1810,column34849,Pickup Time
table1822,column34860,Project Name
table1822,column34861,Sub Project
table1821,column34871,Followup Date
table1826,column36717,Over Time (Hrs)
table1822,column34865,Target Unit Nos
table1822,column34864,Category
table1822,column34863,End Date
table1822,column34866,Target Unit Value
table1821,column34876,User Name
table1821,column34870,Followup Code@FL/Y/M/4
table1810,column35289,Trip Sheet ID@y/s/m/s/6
table1821,column34872,Broker Name
table1821,column34906,Project Name
table1793,column33998,Date
table1826,column34934,Total HH.MM
table1827,column34929,Starting Time
table1827,column34933,Daily Production Time Details
table1827,column34930,Finishing Time
table1826,column34936,Total Hours
table1826,column34935,Total Time
table1810,column35303,Vendor
table1793,column34026,Total Due1
table1809,column34484,Project Name
table1809,column34669,Expected Completion Date
table1809,column34668,Percent Completed
table1821,column34878,Followup Category
table1785,column33850,Module Name
table1785,column40078,SQL ID
table1785,column33863,Start Form ID
table1785,column40077,Data Source
table1800,column34202,Member Name
table1800,column34200,Title
table1805,column44535,Field Id
table1793,column34008,Mobile
table1793,column34004,Unit Type
table1793,column34010,E-Mail
table1793,column34011,Reg
table1793,column34013,Name of Member
table1793,column34038,SMS
table1793,column34007,Unit No
table1793,column34006,Floors
table1800,column34206,New Party Name
table1809,column38257,Call Us Number
table1793,column34014,Member Add
table1793,column33997,Followups No@FLUP/Y/M/4
table1793,column34042,User Name
table1793,column34045,Loan Remarks
table1793,column34043,Bounce Status
table1793,column34003,Project Name
table1793,column34005,Sub Project
table1793,column34002,Member Name
table1798,column34156,Location
table1797,column34145,Date
table1779,column33769,Particulars
table1778,column33759,Name of Company
table1778,column33786,Bill Date
table1787,column33871,Table 2 ID
table1787,column33870,Table 1 ID
table1778,column33761,Client Name
table1789,column33918,Dependency Type
table1798,column34146,Item Details
table1796,column34134,Dept
table1796,column34133,Type
table1778,column33780,Total Additional Charges Amount
table1778,column33764,Service Tax Principal Amount
table1778,column33762,Add Service Tax
table1778,column33763,Category of S.Tax
table1779,column33779,Sale Book Ledger Name
table1796,column34140,Mobile No.
table1796,column34139,Email ID
table1797,column34142,Project Name
table1796,column34138,Responsible Person
table1802,column34237,New Qty After Revision
table1802,column34238,Material Unit
table1802,column34236,Revised Qty
table1793,column34039,Next Reminder Date
table1796,column34131,Date
table1796,column34132,Reminder Date
table1779,column33783,Sale From Date
table1779,column33784,Sale To Date
table1805,column34294,Max Limit
table1805,column34295,User Name
table1805,column34292,Formid
table1805,column34293,Min Limit
table1811,column34636,Split Date
table1800,column34201,Party Name
table1821,column34874,Next Reminder Date
table1778,column34427,Last Bill End Date
table1793,column34024,Interest On Installment
table1793,column34030,Total Due Minus Total Received
table1793,column34029,Total Received
table1793,column34025,Interest On Service Tax
table1778,column34413,Bill End Date
table1778,column33980,Party Ledger Name
table1778,column33760,Agreement Code
table1778,column34409,Billing Cycle
table1778,column34412,Bill Start Date
table1806,column34494,Floor Plan
table1808,column34492,Amenities Description
table1807,column34490,Gallery Description
table1806,column34489,Description
table1796,column34537,Project Name
table1802,column34532,Date
table1811,column34635,Name of Company
table1810,column34606,Site Visit Date
table1810,column34641,TEnq No
table1812,column34652,Token
table1812,column34650,Password
table1812,column34655,First Login Time
table1796,column34136,Vendor Name
table1810,column34596,Mobile
table1810,column34595,Party Name
table1810,column34598,Date
table1810,column34604,Sales Person Mobile No
table1810,column34603,Sales Person Name
table1810,column34600,Driver Mobile No
table1810,column34594,Enquiry No
table1810,column34601,Pickup Address
table1810,column34602,Journey Status
table1812,column36226,OTP
table1812,column34653,Customer Name
table1786,column33857,Column Name
table1793,column34046,Category Wise Remarks
table1826,column24417,Maintenance Time (Hrs)
table1826,column24418,Idle Time (Hrs)
table1802,column34231,Sub Project
table1778,column33758,Project Name
table1796,column34538,Sub Project
table1812,column35830,Email ID
table1788,column36351,Relation Type
table1778,column36697,Lead No
table1786,column33856,Column ID
table1819,column34823,To Date
table1819,column34822,From Date
table1819,column34820,Society Code
table1794,column34705,Update Permissions And Workflow
